drug	condition
DB12023	D008171
DB12023	D008173
DB12023	D029424
DB00273	D015812
DB01273	D014029
DB06290	D006521
DB00437	D007674
DB00437	D051436
DB08881	D013964
DB08881	D013959
DB00482	D004827
DB00482	D004830
DB00252	D004827
DB00252	D004830
DB00806	D004827
DB00806	D004830
DB00073	D012859
DB08879	D012859
DB08879	D013577
DB06176	D016411
DB00051	D013262
DB00051	D010390
DB00051	D010391
DB06228	D001528
DB06228	D054070
DB06228	D011186
DB01041	D000686
DB01234	D000686
DB11487	D000686
DB14649	D000686
DB00531	D000686
DB00480	D000686
DB09570	D000686
DB00344	D003863
DB00503	D006521
DB00877	D016472
DB00877	D000690
DB06219	D013530
DB06219	D014946
DB06219	D002481
DB06149	D007239
DB06149	D003141
DB06149	D013530
DB06149	D014946
DB06149	D002481
DB14909	D009362
DB14909	D055728
DB01004	D009369
DB01004	D001943
DB01004	D000077195
DB01004	D002583
DB01004	D014846
DB01004	D001005
DB01004	D010412
DB01033	D005909
DB01033	D005910
DB01033	D001932
DB01033	D001254
DB01033	D009837
DB01033	D012008
DB00262	D005909
DB00262	D001932
DB00262	D001254
DB00262	D009837
DB00262	D012008
DB00428	D005909
DB00428	D005910
DB00428	D001932
DB00428	D001254
DB00428	D009837
DB00428	D012008
DB01229	D010212
DB13809	D010212
DB00958	D010212
DB00877	D016889
DB00877	D010051
DB00877	D000091662
DB00877	D010049
DB00877	D005831
DB06287	D016889
DB06287	D010051
DB06287	D000091662
DB06287	D010049
DB06287	D005831
DB00367	D008796
DB00367	D017699
DB00479	D011552
DB00479	D000088562
DB00479	D001987
DB01039	D007674
DB13873	D007674
DB01039	D003928
DB13873	D003928
DB12498	D008175
DB12498	D002289
DB01380	D006689
DB14681	D006689
DB08865	D017253
DB08865	D009456
DB08865	D009455
DB08865	D009442
DB08865	D009464
DB08865	D016518
DB00741	D006484
DB14538	D006484
DB14539	D006484
DB14540	D006484
DB14541	D006484
DB14543	D006484
DB14544	D006484
DB06285	D007011
DB18676	D007011
DB00196	D002181
DB00321	D001930
DB00321	D000070642
DB00321	D051298
DB00321	D014947
DB00813	D012772
DB00813	D012769
DB01221	D012772
DB01221	D012769
DB01234	D000070598
DB11487	D000070598
DB14649	D000070598
DB00297	D000070598
DB01065	D007246
DB01065	D007247
DB00072	D008223
DB05773	D008223
DB14962	D008223
DB00072	D008228
DB05773	D008228
DB14962	D008228
DB05578	D008223
DB05578	D008228
DB06186	D007680
DB01002	D050723
DB01002	D005265
DB01217	D009362
DB09037	D015464
DB09037	D018365
DB09037	D015466
DB00619	D018365
DB01254	D018365
DB04868	D018365
DB04868	D015466
DB08826	D011289
DB08826	D009190
DB08826	D013577
DB01263	D009503
DB00331	D007938
DB00331	D007951
DB00331	D015470
DB00331	D023981
DB04951	D051437
DB04951	D011507
DB04951	D009404
DB04951	D009401
DB04951	D005923
DB04951	D005355
DB00620	D014820
DB12020	D045908
DB00683	D006521
DB00454	D006521
DB00425	D004421
DB00425	D020821
DB12525	D008175
DB00457	D040921
DB00457	D003130
DB00457	D013313
DB15661	D007251
DB00273	D003920
DB01083	D003920
DB01083	D009765
DB01083	D003924
DB00191	D003920
DB00191	D009765
DB00191	D003924
DB00704	D003920
DB00704	D009765
DB00704	D003924
DB01156	D003920
DB01156	D009765
DB01156	D003924
DB00708	D059787
DB00783	D004714
DB13952	D004714
DB13954	D004714
DB13956	D004714
DB15690	D004714
DB00783	D006965
DB13952	D006965
DB13954	D006965
DB13956	D006965
DB15690	D006965
DB01001	D002318
DB00928	D008545
DB00136	D011565
DB15557	D011565
DB00254	D015787
DB00254	D005929
DB00254	D004890
DB01132	D000532
DB00035	D053158
DB00563	D008175
DB00563	D002289
DB08879	D008258
DB00575	D011225
DB00575	D006973
DB01197	D011225
DB01197	D006973
DB00441	D002278
DB01590	D002278
DB00020	D008228
DB00020	D007945
DB00020	D015451
DB00878	D013530
DB08911	D015614
DB00898	D000505
DB00898	D000506
DB01009	D008881
DB09035	D011471
DB09035	D064129
DB06186	D064129
DB01229	D064420
DB13809	D064420
DB00958	D064420
DB01143	D008175
DB01143	D002289
DB05084	D055959
DB00563	D000089183
DB00563	D025242
DB00112	D014607
DB00112	D002833
DB00112	D000080364
DB00112	D000080363
DB00512	D015207
DB00684	D007239
DB00684	D003141
DB00684	D015207
DB00762	D009423
DB00762	D016543
DB00020	D009369
DB00186	D011595
DB00186	D012559
DB00502	D011595
DB00502	D011618
DB00334	D011595
DB01611	D010190
DB08907	D006258
DB08907	D016889
DB00701	D015658
DB00959	D011843
DB14643	D011843
DB00860	D011843
DB14631	D011843
DB14632	D011843
DB15566	D011843
DB00005	D011843
DB11569	D010915
DB11569	D010916
DB11569	D003873
DB00916	D008175
DB15759	D008175
DB00916	D002289
DB15759	D002289
DB00297	D003324
DB00297	D023921
DB00297	D008944
DB00297	D014262
DB04572	D007938
DB04572	D054198
DB04572	D007945
DB11678	D007938
DB11678	D054198
DB11678	D007945
DB00843	D020521
DB00843	D001037
DB00813	D007021
DB00813	D005402
DB00296	D007021
DB00296	D005402
DB11586	D019698
DB06779	D001930
DB06779	D000070642
DB06779	D014947
DB06822	D001930
DB06822	D000070642
DB06822	D014947
DB11796	D015658
DB01098	D015658
DB09049	D003248
DB08882	D051437
DB08882	D007676
DB08882	D051436
DB01593	D017676
DB01593	D008010
DB00273	D020326
DB00273	D020325
DB00918	D008881
DB00918	D020326
DB00918	D020325
DB06274	D001749
DB11714	D055752
DB01060	D007249
DB01118	D014777
DB01118	D019142
DB09052	D008223
DB09052	D008228
DB09052	D016393
DB01043	D003866
DB01043	D003865
DB11595	D008654
DB11595	D000086002
DB00974	D012509
DB00974	D013584
DB00207	D015001
DB00877	D007680
DB06287	D007680
DB00335	D050177
DB00177	D050177
DB00999	D050177
DB00331	D009203
DB00331	D000072657
DB00331	D000072658
DB00331	D011236
DB00331	D007238
DB00642	D012008
DB11094	D015663
DB00169	D015663
DB06724	D015663
DB01373	D015663
DB00043	D004802
DB04272	D018805
DB09154	D018805
DB00773	D018278
DB00930	D003920
DB00930	D003924
DB11595	D006258
DB00277	D033461
DB00396	D014424
DB00396	D006059
DB00396	D016649
DB00396	D008594
DB00396	D013577
DB05084	D050723
DB00022	D008103
DB00022	D005355
DB00740	D001714
DB00740	D001008
DB00740	D019964
DB11714	D002277
DB11714	D006528
DB01060	D012852
DB00766	D003141
DB00766	D012141
DB00766	D012852
DB00503	D011014
DB01601	D011014
DB00104	D011471
DB00682	D008946
DB06695	D008946
DB06695	D003251
DB14726	D008946
DB14726	D003251
DB12151	D007239
DB00728	D063806
DB00728	D004194
DB00202	D063806
DB00202	D004194
DB00203	D012595
DB00203	D045743
DB00203	D012883
DB00203	D012598
DB00203	D014456
DB01217	D011629
DB01128	D011629
DB00293	D012004
DB01222	D012220
DB01222	D065631
DB01222	D006255
DB15171	D007003
DB00708	D010149
DB01394	D014652
DB01394	D050197
DB01229	D000257
DB13809	D000257
DB00281	D000081029
DB00834	D001943
DB00987	D009101
DB00987	D054219
DB00773	D009101
DB00773	D054219
DB00262	D009101
DB00262	D054219
DB11714	D002294
DB00529	D007239
DB00529	D017726
DB00529	D012173
DB04299	D011595
DB04299	D040701
DB06186	D008228
DB06186	D016393
DB09061	D011843
DB00429	D007889
DB19356	D007889
DB00429	D047708
DB19356	D047708
DB00429	D005831
DB19356	D005831
DB11714	D012516
DB11714	D008080
DB11714	D006394
DB11714	D012008
DB00958	D006528
DB00958	D018197
DB00441	D018197
DB00997	D018197
DB00526	D018197
DB00544	D018197
DB00762	D006528
DB00773	D006528
DB00773	D018197
DB00541	D006528
DB00541	D018197
DB00398	D018197
DB00038	D014842
DB00441	D006967
DB00526	D006967
DB00853	D001661
DB00853	D006967
DB08886	D002277
DB08886	D000077274
DB00083	D004775
DB16820	D004775
DB00811	D006509
DB00331	D010243
DB00331	D002547
DB16691	D000086382
DB00877	D004941
DB00877	D005759
DB00877	D057765
DB00877	D005767
DB00877	D004066
DB00602	D014777
DB00186	D012892
DB00186	D040921
DB00186	D013313
DB00878	D002318
DB00878	D003924
DB00402	D001168
DB00402	D001172
DB01198	D001168
DB01198	D001172
DB01198	D007319
DB00398	D006258
DB00215	D001930
DB00215	D000070642
DB00215	D014947
DB00215	D001008
DB00818	D003456
DB00818	D006552
DB05084	D001851
DB05316	D006212
DB00653	D009437
DB01190	D000038
DB01190	D000039
DB01137	D011704
DB00230	D019584
DB00818	D012128
DB00818	D012127
DB00818	D055371
DB00818	D013577
DB00753	D012128
DB00753	D012127
DB00753	D055371
DB00753	D013577
DB11742	D011471
DB01234	D011602
DB11487	D011602
DB14649	D011602
DB00186	D001008
DB00715	D001008
DB00959	D045888
DB14643	D045888
DB00959	D013581
DB14643	D013581
DB00959	D002543
DB14643	D002543
DB00959	D006470
DB14643	D006470
DB00959	D006406
DB14643	D006406
DB00860	D045888
DB14631	D045888
DB14632	D045888
DB15566	D045888
DB00860	D013581
DB14631	D013581
DB14632	D013581
DB15566	D013581
DB00860	D002543
DB14631	D002543
DB14632	D002543
DB15566	D002543
DB00860	D006470
DB14631	D006470
DB14632	D006470
DB15566	D006470
DB00860	D006406
DB14631	D006406
DB14632	D006406
DB15566	D006406
DB00009	D013345
DB00009	D006849
DB00009	D002532
DB00009	D020301
DB01592	D007674
DB01592	D051436
DB00512	D017192
DB00355	D007239
DB00355	D003141
DB00355	D017192
DB04918	D017192
DB00764	D010031
DB14512	D010031
DB00764	D010033
DB14512	D010033
DB00764	D010034
DB14512	D010034
DB00860	D010031
DB14631	D010031
DB14632	D010031
DB15566	D010031
DB00860	D010033
DB14631	D010033
DB14632	D010033
DB15566	D010033
DB00860	D010034
DB14631	D010034
DB14632	D010034
DB15566	D010034
DB00959	D010031
DB14643	D010031
DB00959	D010033
DB14643	D010033
DB00959	D010034
DB14643	D010034
DB12624	D005891
DB00678	D006333
DB06366	D000230
DB11595	D000077195
DB01109	D016638
DB15404	D016638
DB06779	D016638
DB06822	D016638
DB00468	D010300
DB01248	D000077277
DB06287	D017253
DB06287	D009456
DB06287	D009455
DB00571	D001037
DB00571	D018888
DB00571	D020774
DB00571	D057180
DB01101	D001661
DB00928	D010190
DB00864	D001249
DB00996	D003929
DB08872	D003929
DB08865	D008223
DB08865	D009101
DB00916	D008100
DB15759	D008100
DB00671	D000038
DB00671	D008100
DB00968	D003920
DB00968	D003922
DB01041	D011289
DB01041	D000740
DB01041	D009190
DB01041	D009196
DB01041	D054437
DB00742	D001249
DB00742	D003371
DB01001	D003371
DB00230	D001943
DB00656	D001049
DB00656	D012891
DB00656	D013119
DB00656	D014947
DB00281	D007869
DB00297	D009140
DB00297	D007869
DB00697	D007319
DB00697	D003866
DB00697	D003865
DB00425	D003866
DB00425	D003865
DB00996	D000076064
DB08872	D000076064
DB00404	D000076064
DB00022	D006509
DB00022	D019694
DB00635	D002277
DB01380	D002277
DB14681	D002277
DB01380	D011471
DB14681	D011471
DB00316	D005334
DB00526	D016393
DB00526	D016403
DB00863	D009362
DB00363	D001523
DB00481	D012559
DB00481	D011618
DB00783	D012559
DB13952	D012559
DB13954	D012559
DB13956	D012559
DB15690	D012559
DB00783	D011618
DB13952	D011618
DB13954	D011618
DB13956	D011618
DB15690	D011618
DB01137	D001987
DB00853	D055752
DB09037	D016411
DB09074	D016399
DB09074	D016411
DB00107	D000428
DB00860	D007674
DB14631	D007674
DB14632	D007674
DB15566	D007674
DB00860	D015433
DB14631	D015433
DB14632	D015433
DB15566	D015433
DB00531	D015433
DB08935	D007674
DB08935	D015433
DB01269	D001005
DB00432	D009369
DB00916	D001943
DB15759	D001943
DB00916	D010190
DB15759	D010190
DB00916	D013274
DB15759	D013274
DB00916	D008113
DB15759	D008113
DB00916	D009373
DB15759	D009373
DB00916	D005706
DB15759	D005706
DB00422	D009293
DB01156	D019970
DB01156	D009293
DB05351	D057045
DB00448	D057045
DB00741	D009765
DB14538	D009765
DB14539	D009765
DB14540	D009765
DB14541	D009765
DB14543	D009765
DB14544	D009765
DB00741	D000224
DB14538	D000224
DB14539	D000224
DB14540	D000224
DB14541	D000224
DB14543	D000224
DB14544	D000224
DB01590	D006528
DB00408	D001249
DB06643	D003424
DB14922	D000230
DB00126	D018805
DB00126	D014115
DB00126	D012772
DB00126	D012769
DB14490	D018805
DB14490	D014115
DB14490	D012772
DB14490	D012769
DB14484	D018805
DB14484	D014115
DB14484	D012772
DB14484	D012769
DB14482	D018805
DB14482	D014115
DB14482	D012772
DB14482	D012769
DB00152	D018805
DB15958	D018805
DB00152	D014115
DB15958	D014115
DB00152	D012772
DB15958	D012772
DB00152	D012769
DB15958	D012769
DB00402	D001049
DB00512	D002481
DB00512	D012874
DB00512	D013207
DB01190	D002481
DB01190	D012874
DB01190	D017192
DB01190	D013207
DB06219	D012874
DB06219	D017192
DB06219	D013207
DB00301	D007239
DB00301	D003141
DB00301	D001424
DB00301	D002481
DB00301	D012874
DB00301	D017192
DB00301	D013207
DB00713	D007239
DB00713	D003141
DB00713	D001424
DB00713	D002481
DB00713	D012874
DB00713	D017192
DB00713	D013207
DB01140	D007239
DB01140	D003141
DB01140	D001424
DB01140	D002481
DB01140	D012874
DB01140	D017192
DB01140	D013207
DB01217	D010051
DB01217	D016889
DB01167	D006660
DB01167	D001759
DB00681	D006660
DB00681	D001759
DB01202	D011595
DB01202	D012148
DB01202	D013577
DB01181	D001943
DB00163	D046589
DB14001	D046589
DB14477	D046589
DB00163	D015161
DB14001	D015161
DB14477	D015161
DB11251	D046589
DB11251	D015161
DB14126	D005234
DB14126	D065626
DB00300	D005234
DB00300	D065626
DB00480	D000075122
DB00302	D012771
DB11989	D007239
DB11820	D007239
DB11820	D014355
DB11341	D000075122
DB00254	D010291
DB00254	D010292
DB00254	D060825
DB00759	D010291
DB09550	D010291
DB00759	D010292
DB09550	D010292
DB00759	D060825
DB09550	D060825
DB00559	D006331
DB00559	D000080039
DB11672	D008107
DB11672	D005234
DB11672	D065626
DB11672	D056128
DB00441	D009101
DB00441	D054219
DB00361	D009101
DB00361	D054219
DB01018	D000437
DB01018	D000428
DB01018	D004327
DB13144	D008223
DB13144	D008228
DB06151	D050723
DB14080	D050723
DB14479	D050723
DB14480	D050723
DB01248	D007680
DB00435	D001249
DB00435	D003371
DB04272	D001249
DB04272	D003371
DB09154	D001249
DB09154	D003371
DB00091	D000086382
DB01234	D012859
DB11487	D012859
DB14649	D012859
DB01234	D014987
DB11487	D014987
DB14649	D014987
DB00986	D001919
DB01006	D010051
DB01006	D000077216
DB00107	D011248
DB00107	D006331
DB00381	D006949
DB01229	D000093284
DB13809	D000093284
DB01229	D014565
DB13809	D014565
DB01229	D014571
DB13809	D014571
DB01229	D014570
DB13809	D014570
DB01229	D001745
DB13809	D001745
DB00820	D009765
DB05259	D020529
DB12086	D008171
DB12086	D029424
DB09331	D012008
DB00382	D019970
DB01166	D020521
DB01166	D002544
DB01166	D007511
DB00758	D002544
DB00112	D000793
DB00599	D003324
DB00599	D006331
DB00599	D006349
DB00292	D003324
DB00292	D006331
DB00292	D006349
DB00040	D013577
DB00472	D009422
DB00472	D001927
DB00472	D002493
DB00472	D002561
DB00472	D002545
DB00472	D020520
DB00472	D014652
DB00472	D007238
DB00422	D019966
DB09037	D009181
DB09037	D009182
DB09037	D012751
DB09037	D013577
DB12525	D009447
DB12525	D012175
DB12525	D007945
DB12525	D018197
DB12525	D054198
DB13144	D012175
DB13144	D007945
DB13144	D018197
DB00020	D012175
DB00020	D018197
DB00020	D054198
DB00005	D008223
DB00005	D007938
DB00005	D007945
DB00005	D015451
DB01156	D001714
DB09325	D005891
DB01211	D009101
DB01211	D054219
DB01394	D012008
DB06228	D017202
DB06228	D003327
DB00878	D005889
DB00878	D014072
DB09270	D007239
DB09270	D045169
DB09270	D014777
DB09270	D009205
DB11251	D007239
DB11251	D045169
DB11251	D014777
DB11251	D009205
DB00163	D007239
DB14001	D007239
DB14477	D007239
DB00163	D045169
DB14001	D045169
DB14477	D045169
DB00163	D014777
DB14001	D014777
DB14477	D014777
DB00163	D009205
DB14001	D009205
DB14477	D009205
DB14003	D007239
DB14003	D045169
DB14003	D014777
DB14003	D009205
DB00264	D007239
DB00264	D045169
DB00264	D014777
DB00264	D009205
DB00584	D007239
DB00584	D045169
DB00584	D014777
DB00584	D009205
DB09477	D007239
DB09477	D045169
DB09477	D014777
DB09477	D009205
DB01115	D007239
DB01115	D045169
DB01115	D014777
DB01115	D009205
DB00476	D007239
DB00476	D045169
DB00476	D014777
DB00476	D009205
DB00448	D007239
DB00448	D045169
DB00448	D014777
DB00448	D009205
DB01015	D012008
DB08826	D016472
DB08826	D000690
DB08826	D012598
DB00773	D011289
DB00773	D009190
DB01204	D011289
DB01204	D009190
DB01204	D013577
DB00107	D003920
DB01098	D051437
DB11936	D006951
DB01101	D018270
DB00361	D018270
DB00755	D000086382
DB00982	D000086382
DB00751	D003231
DB00751	D003233
DB00751	D006967
DB00282	D009101
DB00282	D054219
DB00282	D010954
DB00681	D058365
DB01110	D008548
DB01045	D010495
DB01045	D010493
DB00296	D003324
DB00296	D006349
DB11672	D009101
DB11672	D054219
DB00633	D015428
DB00899	D015427
DB00899	D015428
DB01236	D015427
DB01236	D015428
DB01276	D024821
DB01276	D012559
DB00390	D008107
DB00390	D005234
DB00390	D065626
DB00390	D005355
DB00412	D007674
DB00412	D051436
DB00736	D007037
DB00338	D007037
DB01129	D007037
DB00213	D007037
DB00448	D007037
DB05351	D007037
DB00017	D008881
DB01229	D014523
DB13809	D014523
DB00207	D008173
DB00207	D029424
DB00563	D014890
DB00563	D014657
DB00563	D056647
DB01234	D020256
DB11487	D020256
DB14649	D020256
DB01234	D009389
DB11487	D009389
DB14649	D009389
DB09037	D007680
DB00590	D007674
DB00590	D003928
DB00590	D000075222
DB01119	D003863
DB01119	D003866
DB09038	D009202
DB09038	D006973
DB00678	D009202
DB09035	D001749
DB00497	D010024
DB00497	D050815
DB06204	D010024
DB06204	D059787
DB06204	D050815
DB00635	D006967
DB00635	D013577
DB00860	D009404
DB14631	D009404
DB14632	D009404
DB15566	D009404
DB00860	D009401
DB14631	D009401
DB14632	D009401
DB15566	D009401
DB00091	D007680
DB01024	D007680
DB00688	D007680
DB01167	D007239
DB01167	D003141
DB01167	D003881
DB00857	D007239
DB00857	D003141
DB00857	D003881
DB01234	D018365
DB11487	D018365
DB14649	D018365
DB00410	D013203
DB01229	D014591
DB13809	D014591
DB01229	D002577
DB13809	D002577
DB00958	D014591
DB00958	D002577
DB00727	D019584
DB00727	D005483
DB05541	D004832
DB01098	D020521
DB01098	D000083242
DB01098	D007511
DB00973	D020521
DB00973	D000083242
DB00973	D007511
DB01270	D012175
DB08885	D000230
DB08885	D000077192
DB08885	D008175
DB01017	D014605
DB01017	D012162
DB13144	D016399
DB00331	D060825
DB01120	D060825
DB09212	D001168
DB09212	D001172
DB01183	D006930
DB01183	D006547
DB01183	D006552
DB00388	D012030
DB00935	D012030
DB00813	D012131
DB00899	D012131
DB00435	D000152
DB00947	D008223
DB00990	D008223
DB06151	D001714
DB14080	D001714
DB14479	D001714
DB14480	D001714
DB00112	D018268
DB00905	D005902
DB14707	D002289
DB00281	D015775
DB00708	D015775
DB00899	D015775
DB00818	D015775
DB00292	D015775
DB00728	D015775
DB00091	D007153
DB01024	D007153
DB00688	D007153
DB00087	D007153
DB01073	D007153
DB01261	D003327
DB01261	D003324
DB13915	D008223
DB13915	D008228
DB01169	D005909
DB01169	D005910
DB01169	D018316
DB14761	D000094024
DB00388	D002386
DB00935	D002386
DB09331	D016399
DB09331	D016411
DB00083	D004204
DB16820	D004204
DB12923	D001249
DB01112	D007239
DB01112	D003141
DB01112	D014946
DB01112	D013530
DB01112	D000072836
DB01418	D013923
DB01418	D054556
DB01418	D020246
DB00819	D008173
DB00819	D029424
DB00987	D012509
DB00987	D023981
DB01204	D012509
DB01204	D023981
DB00706	D006331
DB00706	D017202
DB00706	D003324
DB00706	D007511
DB08816	D020521
DB08816	D000083242
DB01060	D004760
DB00126	D001281
DB14490	D001281
DB14484	D001281
DB14482	D001281
DB00107	D047928
DB00107	D005322
DB00107	D012421
DB00214	D004194
DB00460	D016066
DB00460	D010996
DB00041	D054198
DB00041	D019337
DB00041	D007945
DB00041	D054429
DB00041	D054218
DB00041	D009190
DB00531	D054429
DB00531	D054218
DB01073	D054218
DB00641	D002908
DB00973	D002908
DB00879	D006506
DB00879	D006509
DB00879	D019694
DB00879	D006505
DB00879	D006521
DB01020	D008881
DB09401	D008881
DB01020	D006261
DB09401	D006261
DB00883	D008881
DB00883	D006261
DB00381	D024821
DB00381	D013577
DB00966	D024821
DB00230	D010146
DB11714	D002292
DB11714	D007680
DB00987	D009503
DB00773	D009503
DB00694	D009503
DB01204	D009503
DB01177	D009503
DB00755	D009503
DB00352	D007951
DB00352	D015470
DB00352	D009503
DB00276	D009503
DB00114	D015658
DB00147	D015658
DB00165	D015658
DB00951	D015658
DB01201	D015658
DB04951	D011658
DB04951	D054990
DB03128	D000755
DB00182	D040921
DB00182	D013313
DB01576	D040921
DB01576	D013313
DB01410	D000086382
DB00242	D009103
DB00242	D020529
DB00242	D012598
DB00741	D013927
DB14538	D013927
DB14539	D013927
DB14540	D013927
DB14541	D013927
DB14543	D013927
DB14544	D013927
DB00002	D009959
DB00002	D018289
DB00002	D012468
DB00002	D000077274
DB00002	D010255
DB00002	D009382
DB00002	D014062
DB00002	D007818
DB09039	D005776
DB09039	D004194
DB00704	D000163
DB00704	D015658
DB00704	D007153
DB00007	D004715
DB00007	D012008
DB06264	D009128
DB06264	D013119
DB02348	D011471
DB01128	D005909
DB01128	D005910
DB01128	D012008
DB11094	D003928
DB00653	D000096825
DB11823	D000096825
DB06724	D007674
DB06724	D051436
DB06724	D054559
DB01373	D007674
DB01373	D051436
DB01373	D054559
DB00331	D002277
DB00331	D002278
DB00331	D018270
DB00331	D000071960
DB00331	D002285
DB00331	D018275
DB16650	D001168
DB16650	D015535
DB04272	D007239
DB04272	D016481
DB09154	D007239
DB09154	D016481
DB01217	D000077216
DB08839	D061218
DB00635	D006526
DB00635	D019698
DB00635	D017093
DB00465	D002971
DB08895	D003092
DB12525	D002277
DB12525	D002292
DB00377	D008545
DB01001	D059246
DB01001	D059245
DB00268	D011595
DB00268	D012148
DB00268	D013577
DB00589	D011595
DB00589	D012148
